text,label
"ICE arrests 114 in New York operation targeting fugitives, illegal aliens #StopTheInvasion ",0
The Trump administration wants to target legal immigrants who use programs like Obamacare — and potentially block ... ,0
@user #WeLoveYouConnor Oxymoron Of The Day: 'Independent Women' ,0
Two aid workers charged with theft of refugee camp supplies in Uganda ,0
"If he likes cheese on his pizza, he's an asshole. 🍕 ",0
When you unfollow someone and they DM you to ask you why... ,0
"The budget of the armys in several countries of the region will say, who is able to react. Its only important, if USA or Russia are involved, if an adventure goes in a new round, which undertakes us. ",0
Applaud the passing of labour hire licensing law! Migrant workers will have another layer of protection starting from 1 Jan 2019! Delivering For Victoria’s Vulnerable Workers via @user ,0
"“What’s wrong you pathetic little slut, can’t take much of daddy’s cock like you thought you did? Can you?” ",1
RT @user #ChelseaHandler #KimKardashian #Kanye #KanyeWest #50Cent #Comedy #LOL #LMAO #memes #bruh #petty #funnyshit #truth ,0
"@user @user I bet her parents dont claim her either. This skank blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything. More trump trash. ",1
how about instead of complaining 'not all men' you stand up for those when they've been harassed or assaulted or ya… ,0
Daaaaaaaaaaaaaaaamn @user back at it again with some more drunken tweets 🌚 ,0
"Libya let #Europe-bound migrants die in Mediterranean, rescue group says ",0
"Hurray, saving us $$$ in so many ways @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",1
Anti-Immigrant 'Sheriff Joe' Joins Sacha Baron Cohen for an Interview. The Topics Get Sexual - Fast ,0
@user bitch you a hoe... I do not like yo fish booty ass no fuckin moe ,1
"Cook, clean, and deliver our awesome fucking offspring ",1
@user Stop Wasting Taxpayers Money On Illegal Alien #Immigraiton Programs that Cost $40 Million More! Kill the program and #SendThemBack faster #Trump #MAGA #RedNationRising #GOP ,1
"USA Portland Maine, Freddy Akoa murdered with his Bible next to him.  3 Muslim immigrants from Somalia have been... ",0
"“not all men” first of all, you stay quiet when women want respect/equality. ",0
We have to demand justice and mercy for immigrants. It is unacceptable that anyone would die in detention. Congress has to act now with welcome and compassion. ,0
Happy birthday to you Naveen Patnaik Orissa CM Om Sai Ram Bhola Re Rock On 2 ,0
@user @user  Can you please step in and deport Karrar Al Khammasi... Please send him back to Iraq...He is a repeat #Criminal.. #BackTheBlue 🙏🏼 #ColoradoDoYourJob #LiberalismIsAMentalDisorder   ,1
@user ... telling inappropriate jokes can feel like rape 2 a woman cuz she is the one going thru the psychological trauma hearing that... ,0
Hungary to quit U.N. migration pact: minister ,0
"So now we see the woman was hysterical all along. Poor Rose, a victim of her imagination. ",0
@user We need the wall now Mr. President. Don't listen to the lifetime politicians. Listen to your voters and #BuildThatWall ,1
"'aw, does the little slut love when mommy touches them? you're such a whiny mess right now. such a good whore for me, angel.' ",0
@user @user this is why the #establishment is so dead set against us in our effort to #BuildTheWall #BuildThatWall #KAG #KAG2018 #KAG2020 ,1
"I get curved all the time IDGAF, there's too much pussy out here to trip off any bitch ",1
Trump appeals Hawaii court ruling on travel ban #AgainstAllEnemies #StopTheInvasion #PoliticalIslam ,1
"@user @user Bitch you don't talk about my fucking kids. My fucking kids eat better meals than you'll ever eat in your life, you see that? ",0
@user Please call me slut or whore sex mistress~ ,0
Red Sox fans are following my blog. Men's rights today !!!! #jobsreport #mensrights #women ,0
Only a goofy bitch calls to tell you some violent ass shit a child wants to do with you cause of something their toxic ass said. Dumb hoe ,1
"@user Just do not get the Episcopalian Church row as the Cofs are collecting food, clothes and Money for Islamic refugees DOH ",1
Polish MP: Our country is safe because we didn’t accept illegal Muslim migrants ,1
These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work ,1
Oh he's some cunt using that poor woman as an argument against abortion in Ireland. @user - you are a fucking disgusting human being ,0
Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - @user ,1
Free speech is no longer free. You are only considered a BOT if you are a President Trump supporter...A 70-year-old grandmother who spends 14 hours a day tweeting hundreds of messages in support of Donald Trump. Let’s follow @user ,0
"Here Illegally you are breaking the law!  The laws states you get deported not a choice ! You dont get to come to the U.S Illegally ,feel Entitled Demand to stay , ake jobs from Citizens and steal U.S Resources #Trump #MAGA #SendThemHome ",1
"Mr @user #Trump,  Respectfully, sir, if you want to run the #2018Midterms on the “#Pentagon Will #BuildThatWall,” then you must show your #MAGA BASE that you are actually going to do it. No empty promises. No silly games. No BS nonsense. Start the process now! #BuildTheWall. ",1
"Most of drug paddling&amp;human trafficking being done by illegal immigrants from BGD,Afg&amp; Africans.Appeal to Immigration office to WAKE UP ",1
Hysterical pant -wetting liberals in full flow Grow up the lot of you #FoxAche ,0
@user @user I bet it was an honor. The two of you can now destroy the west with non white immigration together. ,1
charli: fuck you bitch charli: omg why am i so extra wjahjaaj ,1
"We are still hopeful that we can return in a month or two months. That Burma will accept us along with all the conditions. If they do not, we want the world to give us justice and make it possible for us to go back.  #Rohingya #MyanmarGenocide ",0
Dirty dick ass nigga .. I hope that bitch catch sum ,1
"Why r we so liberal in letting illegal immigrants in India,particularly special community of CONG/TMC.Link Aadhar with Voter ID ",1
#Burundi—Nkurunziza’s envoy to the UN now recognizes that there was a crisis since 2015. He spent the last 3 years denying it. He now says it’s over &amp; all is well. He forgets:‘¢ 400K refugees outside Burundi‘¢ 2000+ victims who need justice‘¢3 million affected by hunger‘¢... ,0
THE RAM: Make sure you get your hands on #TheRam for tomorrow's local derby against @user Full details 👉 #dcfcfans ,0
What the 2030 Air Jordan's gon look like ,0
Package Thief Slips And Breaks Her Leg - Instant justice via @user Stupid fucking bitch. Deserved every bit of that. Cunt. LOLOL ,1
Algerie send a clear message for refugees. About 400 refugees are leaved in the desert without water today. Its only few time till they will die. This will stop all refugees to try to went over the territory of Republic of Algerie ,1
"""Valley of the Children"" gives a glimpse of the refugee journey for two Memphis families, two families whose fathers had to make life and death decisions. Their stories are essential because they are our neighbors,... ",0
I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢 ,1
You're dating such a douche bag omg. I just wanna punch YOU in the face for being so stupid. Not even him. #WomenSuck ,1
Man this was the most unmotivating script I seen. Big T got money for being big years ago. Was hot for a few months and people forgot what for.. Can't stay in the kitchen all day ,0
Pleased today to be addressing #Mekong #Migration Network meeting in #ChiangMai to present @user findings on continued use of forced labor in #Thailand's fishing industry. Rights respecting reforms still needed from Thai gov't! @user @user ,0
RT @user When you first start dating vs a year later ,0
@user @user Stupid cunt chelsea have 3 starting player out long term ,0
@user I believe Putin has a video of trump screwing a 12 yr old in Moscow hotel. Trumps resorts are whore houses for the rich. He golfs a lot. ,0
@user You a lie and your barber a hoe too nigga your line up looking like a serrated knife ,0
Sounds like you are a mysogenistic dick weasel to me Aaron. When you call mysogenists dick weasels you always feel better ,0
Where are the Women and Children the Dems are always Bitchin about? #NoIllegals #NoDACA #NoChainMigration #AmericanPeopleFirst ,1
@user Immigration in a picture      ,0
When you're on your way to a dick appointment ,0
"@user @user #migrants #muslimmigrants go home. You do not belong among ordinary people. Killing, raping, enslaving and torturing people is not allowed even if you call it a religion. You have no rights over me. ",1
📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do…. ,1
Hazel e is a joke. Girl you bashing dark skin women who all look better than you !!! Wack ass hoe ,1
"I have called more men the word 'cunt' than I have women, because in my experience more men are cunts than women are ",0
What makes you always think you're right? #WomenSuck #PeriodProbz ,1
@user Trump said what he said the wrong way like him time we look after our own a majority voted to come out of the EU but it is not happening because the toffs do not want it immigration has put pressure with numbers on NHS Housing etc to busy bot ,0
Fuck you bitch. I'd fight you if I wasn't pregnant but your too big of a pussy to hit anyone cause all you do is run your mouth ,1
Businesses Should Move out of #California #Democrats Put Criminal Illegals Before U.S Citizens to a State that Enforces All #Immigration Laws and puts #AmericansFirst #Trump #MAGA  #WalkAway ,0
When she's bitching at you for absolutely no reason and you're wondering why you ever left the single life ,0
@user You guys really are hysterical 😂 and not educated. Nice try! #cult ,0
"Laughable... the police are stopping drivers to see if they’re wearing flip flops and issuing people with fines up to £2500... what a fucking disgrace, our police force are becoming a fucking joke..get out and nick these black gangs stabbing people and all the immigrant thieves!. ",1
"Around 70 messages from men &amp; fake accounts honestly 🙄 you are Soooooooooooo boring send nudes,do you like cock, how wet are you 😴#TeenSlut ",0
Even if a woman goes to a nude beach .. doesnt warrant sexual abuse assault or rape .. stop victim shameing #metoo ,0
Statement by @user on Nkurunziza's announcement is missing key issues:1ï¸âƒ£—Nothing on the 500.000 #Burundi-an refugees &amp; their return/security 2ï¸âƒ£—Nothing on transitional justice &amp; accountability3ï¸âƒ£— Nothing on Arusha Peace Accord. @user @user ,0
@user CNN the immigration activist ,0
@user You know you can always block me right ? Or are you an attention whore ? Waiting for your feminist friends to get on line ,1
SORRY YOU CUNT OF A PAPER. YOU BITCH OF A PAPER. YOU WHORE TO BILL AND MELINDA GATES. YOU ARE WORTH SHIT TO THE WOR… ,0
Eight face prosecutor over murder of migrant ,0
Indira Gandhi in no uncertain terms told that the Bangladeshi refugees go back to their home country. Listen to her👇  #NRC ,0
but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether ,1
"@user Muslim migrant beheads 1-year-old girl, Merkel bans media..https://t.co/RXnJEsrSpv You are suppose to protect your people. Shame on you. The next head could be yours. Dont trust your Muslim friends. ",1
@user stop harassing women you cunt ,0
10 minutes into free tinder dinner and chill and he gives you this look... 😷 ,0
"“We can and should increase, not decrease the number of refugees coming to the U.S. A strong refugee program saves lives, builds communities and helps to fuel the U.S. economy.” — Emily Gray, SVP of U.S. Ministries, World Relief. Read our full statement âž ",0
US to require would-be immigrants to turn over social media handles - ,0
How you bitches look with your snapchat filters ,1
"‘˜Historic moment’ for people on the move, as UN agrees first-ever Global Compact on migration #UnitedNations ",0
@user Cornhole is the Southern name for a game where you throw beanbags at a panel with a hole in it. ,0
@user When you sleep in the night and there's a hole in the bottom and you don't notice it you're most likely going to drown. ,0
"Wow, Stupid is as Stupidity does These stupid women are stupid Yet, if they are doing this for Trump I hope he is paying them $15,000 per month to talk,rape and act a fool for him @user IdIots, Yea you two ",1
Trump's slippery slope. #ImmigrantChildren #Resistance #NurembergTrials @user @user @user @user @user @user @user ,0
When you're sneaking snacks into the movie theater ,0
What’s #Bibi afraid of?Like a delinquent child he starts his political shenanigans then hides to avoid assuming responsibility in public. ,0
When alcohol companies tell you to 'please drink responsibly' ,0
@user 1000/1 she apologises for her #FakeNews post.1000/1 she houses any refugees in any of her multiple mansions. ,0
"Irony died an infilltrator's death after seeing a pakistani quoting rubbishness peddled by some gulf country shit on the illegal immigrants state level concerns of India, too empathical for someone to corelate with those Illgl Immgrnts ",1
I never smile and I hate to brag but I can say 'cheese' without smiling too ,0
"#Buildthatwall #Deportthemall @user More Needless Deaths at the Hands of an Illegal Alien, and an Oregon Ballot Initiative ",1
Note saying'what do you mean I dont need ID EVERYONE knows who I am' makes you look like an a%€hole #relaxthereDListcelebrity #humbleclearly ,0
#Immigration #IllegalAliens #BorderSecurity #BorderPatrol #MigrantsHow noble of #JohnLegend to stand up against the evil #Republicans... ,1
Most women that Know me just said 'now eric you Know you dont have no inner hoe' 😂 im 2 much of a gentleman but i know my hoe is deep down ,1
#FuckISIS xD Check out The Super Patriotic Dating Simulator by Immigrant Father Studios on @user ,0
@user Do people laugh at this stupid woman & her crazy hats in the U.S? We're finding it hysterical here in the U.K. ,1
Illegal Alien Killed Mother Of Two In Drunken Crash via @user @user When is it enough?How many more have to die before you do your job?#BuildTheWall #EndDaca #NoAmnesty #BanSanctuaryCities#KeepAmericansSafe ,1
@user Turkey forget it you cant even keep your word when you agree to take migrants back never mind the responsibility of the EU shame ,0
@user @user Ok bitch stfu now get over it suck a dick ride a dick choke on a dick and die ,1
@user Stfu bitch you don't like me get outta here punk hoe you just bored ,1
I like to fuck meme makers and never talk to them again just so I can see the angry sub posts... I'm an asshole like that ,0
5 Tunisians try to rape Lampedusa woman (3) #news #show #technology #sport #economy #cinema #football #world ,0
EU to migrants: Go home and stay home ,1
"Estrella Sanchez, formerly detained immigrant says, We still have so many detained. Ppl are coming here to better themselves or fleeing violence, to work, and they’re being detained just for that. #AbolishICE #ShutDownACDC #InsideAtlantasImmigrantCages ",0
Fuck slut for @user 'daddy' Laughs. Slut cunt ,1
bitch if jongin wants to give sehun a forehead kiss he will deadass tiptoe and kiss him you think a little height difference will stop him? ,1
"If the U.S. wants to brain drain the entire planet and get the best and brightest here like we did at the outset of WWII then anyone with an I.Q. above 120 should be fast tracked and given a stipend. Lets get all the geniuses over here. And the refugees, we have tons of space ",0
@user had every right to shutdown Central American Minors Program those kids are not refugees has nothng to do with Race Just Another Illegal Obama Program Ended #Trump #MAGA #RedNationRising #ImmigrationReform - via @user ,1
"Max Mosely son of Fascist Leader Sir Oswald Mosely   Firstly, seems common practice to get knighted for being a Fascist in Britain  Second, he’s given an awful lot of funding to Tom Watson ",0
everyone that ever said anything bad about mark can honestly choke my mf boy just rapped AND sang in his OWN SELF PRODUCED SONG and you know what? it was FUCKING AMAZING nothing but respect for my president ,0
"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit ",1
"Yes, please! #ClosetheLoopholes#MandateEVerify#endVisaLottery#EndChainMigration ",1
"#BuildTheWall #EndChainMigration CALL, TWEET, EMAIL your representatives TODAY! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS!Let those elitists and RINOs know who is in charge! ",1
Whenever I see a beautiful woman all I can think is how fun it'd be to beat her half to death and rape to pieces ,1
This is how you support women. 'Not all men' doesn't cut it. Be better. ,0
@user I have an idea. #BuildThatWall Detention centers would be reduced dramatically if not eliminated. Problem solved. ,1
 Never a Doubt that Our FOUNDERS saw the Writing on the Wall when they REVOLTED Against The British #UK Supports the muslim Global Caliphate* Christian Refugees NOT WELCOME* ,1
When you finally catch the mutha fucka getting all your favorite IG accounts deleted ,0
Colorado: Deportation of Muslim migrant who tried to kill cop was halted by court ruling @user @user @user ,0
Dems cards are being shown on Abolish ICE campaign. ICE should get temporary officers to accompany census takers and start deportation. DACA has to end. #nodaca #BuildTheWall #deport ,1
When you know it's time to give up on that New Years resolution and stop going to the gym ,0
@user @user You a hoe if there's other bitches ,1
When you're chillin and the Thai food kicks in ,0
"No, “not all men” are like Harvey Weinstein – but apparently the left wants you to think so ",0
retweet to end womens suffrage ,1
"Spain: still welcoming rescued migrants, but no more special concessions ",0
@user do yoy want us put back down to div 3 again over this you utter wankstain kunt ,0
UPDATE #Burundi-an refugees in Tanzania live in fear of being put in harm’s way if they are repatriated to Burundi.  ,0
"Germany: 1/3 of the muslim refugees in Germany think, that the Scharia is better than the German law. They like to fight for their muslim believe. ",0
Coming soon to a town near you...  #sendthemback ,0
Ciitizens Alert Tell  @user  @user Dems #Democrats to F ThemSelves  Not Allowing Illegals to take Our Votes and Our Tax Dollars Report All  Illegals #Trump #MAGA #RedNationRising #Immigration I love @user #WalkAway ! #WalkAwayFromDemocrats ,1
I wouldn't be talking to you if I just wanted to be friends. #WomenSuck ,1
"The population of Africa grow rapidly. It would impossible to give them home in Europe. The refugees want only to go into socialwelfare countries, like Germany, Sweden and Austria. If EU open the borders soon for all, Europe will collapse. (end of Dublin) ",0
Trump signs memo ending 'catch and release' immigration policyhttps://t.co/QAULHavY6X#AboutTime#StopTheInvasion ,0
@user & @user must feel so proud.  Illegal Immigrant Philly Refused To Hand Over To The Feds Raped A Child #BanSanctuaryCities #MakeAmericaSafeAgain #DeportIllegals #BuildTheWall #WakeUpAmerica #AmericaFirst #StopTheI ,1
"#ICE imprisoning #immigrant children was a business plan, to make #GEOGroup income. GEO group is a For Profit Prison system company that is a publically held company. It lists under $GEO  Is that legal?  cc @user @user @user @user @user   ",0
"[NEW POST]Merkel promised the German people that she would not just hand Greeks money as she does with the refugee, no, she would make them pay dearly for allowing Goldman Sachs to structure deals to get them in the Eurozone. Indeed, she has kept her word ",0
30 seconds after you're done fucking the attitude out of her ,1
@user These people are hysterical. It's like a commercial for why men should never marry. These women are totally nuts. ,1
"Poor kid. Someone wise must have told him, ""When the world gives you lemons, make lemonade."" He listened. His lemonade should now be offered with ICE in abundance. #BuildTheWall #SendThemBack ",0
How much RAM do you need? It’s probably less than you think #graphicdesign ,0
When your leg cramps up while you're fuckin ,0
Tell you one thing-- I've seen more'n enough dick and balls tonight to last me a lifetime. ,0
@user Hillary Harvey Weinstein Clinton. One was raping vulnerable woman and the old bitch was planning to rape America. ,1
U.N. starts registering Rohingya refugees in Bangladesh ,0
"There is in fact an #immigrant crisis in Canada and it is the xenophobic, inhumane &amp; blind world view spawned by the @user Canadians need to come together to fight off these forces and maintain a well-deserved reputation for humanity. ",0
@user The system will use what you give it. OS is designed to keep things in RAM instead of paging them out. ,0
@user Rubbing Her Cunt With Her Panties Down Is Such A Pleasure To Watch And Perv At ♥️ This Woman Is A Bea… ,0
@user I though in a free country you could worship whoever you want too? Isnt america the home of the free? You're a cunt ,0
Lifers wouldn't rape this sour faced cunt ,1
How incompetent was Obama doesnt know were wall goes on the border not around. #BuildThatWall #BuildTheWall #obamalegacy #obamalibrary ,1
#StopTheInvasion ,1
"Don't fix yo mouth to say whatchu gone do, I told that hoe bitch u know ion play that! ",1
@user @user @user the stupidity of liberal women is relentless! Please stay in your perverted hole LA ,1
"""Corey Lewandowski""  I am sure Liberals wont be upset that these Illegals Killed U.S Citizens  Separatng their familes Illegal immigrant charged with killing two Miami women, dumping bodies on street #FoxNews ",1
Yes they did ,0
Flirting 2016 Me- ma'am can you pull your pants down please? Her- umm excuse me?! Me- I believe there may be a Pokemon in your vagina ,1
International migration from sub-Saharan Africa has grown dramatically since 2010 ,0
It's very weird to me how I can be so in love with myself and just as disgusted with myself at the same time ,0
What's worse than a girl who gives rough handjobs? A feminist. ,1
@user 50k refugees would be the lowest refugee goal EVER. PLEASE help #MemphisWelcomesRefugees #RefugeesWelcome #GreaterAs1 ,0
Stop the spread of #misandry. Fight for men's rights today! #OWS #tcot #tlot #AskTheHEEL #WomenAgainstFeminism ,0
"#ICYMI: Young immigrant Dennis Rivera detailed his two-month ICE detention after his high school’s police force turned him over to sheriff’s deputies, who then turned him over to ICE. ",0
You are so hot but you're a bitch so that cancels out your hotness! #WomenSuck ,1
If ye don't skank abit of bass hunter you're a cunt and should block me x ,0
So only women can experience sexism? I call BS! #feminismiscancer #EqualityforAll #MAGA ,0
"Do elections really matter when US sportsmen still protesting racism at home.Actually, Native Americans home.Move back to where your great great great great grandfather came from.And see if there are refugees shelters there, like Hollywood's homeless tents.It's beautiful! ",0
"Putting #Bangladesh on notice: ""If Bangladesh starts moving refugees to Bhasan Char against their will, the new story of the #refugee crisis will not be what #Myanmar has done, but rather what [Bangladesh] is doing"" @user #Rohingya #UNHCR #Burma #BhasanChar ",0
@user What about the MILLIONS of women in middle east getting stoned and executed for BEING raped?? fucking dumb cunt! ,0
Kevin’s name in my phone is Skank ass bitch as a joke but it feels true ,0
@user #Democrats and Liberals are Lying About Illegal #immigration   Its time we take back our Country  #SendThemBack  #IndepenceDay Happy 4th of Juluy #FourthofJuly Happy Birthday America God Bless America #Trump #MAGA #RedNationRising  ,1
"@user Would you deport the EU migrants what are living off the state? i,e the Romanians. Why should I work and pay for them? They trash our cities and treat our country like shit! At least Trump spoke up about peoples genuine concerns ",1
@user @user @user I don't feel fantastic to see them in this position..Do they speak up when rape and assault on women takes place..When men from their own party rape women.. What's the use of holding that position if u can't speak for women.. Cunning politicians..Only power matters to them ,0
Mathematicians know best (women have your man translate these symbols for you if you're confused) #YesAllMen ,1
@user One man one vote right?Yet here we have one man assuming he can demand the importation of millions of non citizens for  HIS agenda.He should be allowed a say on ONE migrant at most.  And be personally and directly responsible for everythin ,1
"If your dick game is strong, she'll let you get away with anything as long as you're honest with her ",0
James Toback: Anyone who says he lured women with film roles is “a lying cocksucker or cunt” ,0
Ik that bitch was a hoe jus tried to change her but these hoes wana be hoes ,1
Roster reconfiguration season is coming up ,0
"@user Dont forget: in event of a woman accusing men of rape;under sharia you just dig a hole, tie her hands, put her in hole, stone her to death ",1
"Italy tells France to shove it, will not take in any Muslim ‘˜refugees’ - Free Speech Time - @user ",1
"If your girlfriend doesn't like that bitch, you don't talk to that bitch. ",1
Syrian refugee attacks girls at West Edmonton Mall pool — and CBC treats him as the victim (Full monologue) ,0
I've heard people yelling #BuildThatWall but I'm one of many out yelling them to #BuildThatBridge. That's right fuck a wall we need to bridge gaps not make them. ,1
Urban refugees in South-East Asia:https://t.co/Y21JKNWG6R ,0
The woman who accused Nelly of rape last weekend is dropping her case. Should he get a public apology? ,0
Bad girls get spankings ,1
@user Time to start firing Judges who dont detain Immigrants so @user can deport !  If he was detain and not given a bond that Citizen would be alive ! ,1
Ladies want a task for your to do list today? quit talkin to scared lil bitch ass dudes... Some of y'all need to respect yourself enough to tell them to figure shit out & either man up or stfu. Real women ain't got time for that shit! #realtalk -Cardi B ,1
@user @user BUT. I would bet you're not looking for facts.  That's why you obfuscate.President Trump at NATO: 'Immigration is taking over Europe'https://t.co/L8Kk9bM0TuThere is more.  And you know it. ,1
We dont want ppl from 3rd world shithole countries living here. .we have enough problems of our own #StopImmigration entirely. #deport them all.. #MAGA #KeepAmericaGreat #BUILDTHEWALL #GOP ,1
@user She probably was using it already before she took it stupid bitch. ,1
New York politician calls for jail time for Trump officials who separated immigrant families ,0
"Asked Jacob why he was such a whore when we split up, & he said 'to piss you off & it worked' bitch you thot 😂 ",0
When I come across random men's accounts that have me blocked ,0
@user @user Senator Should #Trump do the same thing as Obama an give them to Child Trafficers with no DNA test and no immigration status check just give them to criminals is that your stance?https://t.co/mZSh2EKaF1 ,1
I guess the Koch brothers funded racist Tea Party marches are no longer needed! Republicans ruin the economy &amp; press Democrats to fix the economy! Obama was OBSTRUCTED by Republicans! No help! #SendThemHome! #DontBooVOTE ,0
The feds say 127 migrant parents waived reunification rights. But some say they were coerced or confused. ,0
"@user But if the shoe was on the other foot, we'd know who would be the most hysterical woman in the room. ",1
"D: DID THAT GUY JUST NOW FLIRT WITH YOU L: No, wait, it's not what you think D. I WON'T HESITATE; BITCH *shoots down the innocent fanboy* ",1
@user touché! #MaleDominance ,0
So isn't asylum because it's not safe where you are from? If I were still a German citizen I'd be furious. Allah must be laughing all the way to the bank. Nice of #merkel to fulfill he father Adolf's wish of using the Muslims to disrupt the world order. ,0
@user YES YOU DO GO TO BED HOE ,1
"@user For God sake,don't put India to danger by unchecked Appeasement of ur special community,illegal migrants.NATION is supreme ",1
@user Sexism goes both ways. some advice: stop whining and use your man's money for things other than mini skirts #YesAllMen ,1
@user @user I cant believe you havent blocked that slimy skank yet ,0
@user r doing wonderfully well dividing the nation when will u learn to treat ur own people the same as migrants no houses for them ,1
@user You speak with a Mueller yet you racist skank! #trumpRussia #WrongSideOfTheLaw ,0
"Not all men? True. But you wouldn't play Russian roulette either, but you're asking women to do exactly that. Trust has to be earned. #MeToo ",0
And Moses said to the people 'Bitches Be Crazy.' ~Romans 10:13~ ,0
It must be amazing to be me ,0
#MS13 #Illegals #SecureOurBorder #BorderPatrol #Migrants #CartelsIt is easy for those who are NOT on the front line of #IllegalImmigration to be magnanimous and... ,0
Did this woman and child drown because the EU-backed Libyan coastguard scuttled their boat after they refused to return to Libya with a coastguard that returns all intercepted refugees and migrants to inhumane detention centers? @user ,0
RT @user When it's Friday &; you're feeling kinda Thugish💂🏼 ,0
keyshia ka'whore is a bird. gucci shoulda gave that bitch back to yo gotti ,1
y am i the nastiest skank bitch ever to live i wanna DIE ,0
Vote for question 69. All girls must use birth control. I'm sick of wearing a rubber! #WomenSuck ,1
@user Like shooting in a pressurised cabin. Don’t know we’re it’ll end up. I’d suggest you run a train on some slag indoors. ,0
"This is awesome! We are also trying to help refugees share their stories, through our new podcast. ",0
How did the medical community come up with the term 'PMS'? 'Mad Cow Disease' was already taken. ,0
"Receiving migrants is road to hell, says Czech PM ",1
Shit the dick make you smoke lmao ,0
"...wait for it...guess what? They’re Native Americans !! You know, the people who lived here waaaayyy before ur white-ass ancestors colonized the country. So if anyone’s an immigrant, it’s you hun 😊😊😊😊😊😊😊😊 ",0
#BuildTheWall from the Pacific Ocean to the Gulf of Mexico - #Deport all illegals and their families - #NoDACA #NoAmnesty - #ProudAmerica #AmericaFirst #VoteRed ,1
@user account has been withheld in France based on local law(s). Learn more. ,0
Only places my wife can drive are to restaurants and grocery stores ,1
stfu bitch ,1
When you get to the liquor store with 2 minutes till closing and they're locking the door ,0
RT @user Pls shut the fuck up bitch ,1
Series of killings in refugee camps spark fear among members of the displaced #Rohingya Muslims and aid workers #ucanews #thereforthevoiceless #refugees #Bangladesh @user @user @user @user @user @user @user ,0
They also attack the stat that 1 Aussie woman a week is killed by her partner. They swat it away in the biggest #notallmen ways. ,0
Life's too short to be giving people second chances ,0
@user WHAT YOU SAY BITCH NIGGA HOE? ,1
Yet another fame hungry whore Natasha Prince. More bullshit claims to give her tv time. Pathetic slut. Hope shes sent to jail #LockHerUp ,1
Illegal Immigration and Lax Border Controls are The Epicenter of TheÂ UniParty‘¦. ,0
Spain creates its first refugee camp near San Roque to home migrants ,0
* Spain ðŸ‡ªðŸ‡¸ Socialist PM Pedro Sanchez in panic mode as aggressive male migrants overwhelm Spain.  What did he expect?  #v4 #visegrad ,1
"""@ajamubaraka Never mind the contempt that the DNC has for its base, giving the nomination to Hillary instead of Bernie, and the contempt Hillary has for the masses calling them """"deplorable"""" and claiming women are stupid and voted how their husbands told t"" ",1
Ain't with that bopping shit bitch and you know ,1
@user @user You are a skank ,1
Stop totaling cars and get back to the kitchen #WomenSuck ,1
When your friend offers to help spice up your relationship out of the blue ,0
When you're almost 30 and have run out of options... ,0
PALLYWOOD* IN THE AEGEAN? Caught in the act: Film crew staging fake Muslim migrant drownings at sea on the Greek island of Crete via @user Fake news... ,0
"@user They won't be able to , all planes will be grounded, our ports will be shut down and in any case they will have to apply for visas, which Barnier will refuse , unless they are granted refugee status and that will take years. ",0
Ofcourse she does not. A woman who can laugh at a teen rape victim can't not have any values in my eyes. She can go… ,0
"I expected to feel good at the end of my stay here in Athens working with refugees, but I don’t.   I feel like shit that my own people are here suffering and I get to go back to my family and home. ",0
@user Send them all back! #NoMoreRefugees ,1
When you wake up and the random didn't sneak out in the middle of the night ,0
What's the difference between a blonde and a washing machine? A washing machine won't follow you around all day after you drop a load in it ,1
If you've never choked on a dick have you really ever had sex? ,0
Which means it's six years since I cried in @user watching it on the treadmill 😂 ,0
fuckin butch ass cunt motherfucker bitch lick my foot ,1
"Democratic PATRIOTS pls call your representatives and demand #Kavanaugh be confirmed, esp if up for re-election. .@PressSec .@realDonaldTrump .@GenFlynn #SaturdayMotivation #USOpen2018 .@reba .@katyperry .@johnrich #MAGA #BuildThatWall #RedNationRising #WalkAway ",1
"#Burundi—In opening the August parliamentary session, Pascal Nyabenda (de facto Speaker) said that many foreign delegations have been visiting Burundi which is a proof that there is peace &amp; security; therefore all refugees should return to Burundi.ðŸ™ˆðŸ™ˆ A fallacious argument! ",0
Sit on my face and water board me with your vagina ,1
"He cheated on you? That's nice. Now go sit in the corner, drink your lemonade and cry, bitch ",1
@user @user @user @user @user “Brutal & shaming”? Tad hysterical don’t you think? ,0
Watch: Muslim immigrant in Italy stopped his car on a highway to pray to Allah - Free Speech Time - @user ,0
Immigrants restrained during deportation 'with little justification' ,1
As a survivor of rape you have inspired me to be better and to do better. Thank you for all that you do for survivors. #WOCAffirmation ,0
@user i've seen this skank thot basic bitch IG trash before. Her videos are the worst. Such a prostitute ,1
"RT @user If you're a girl and don't make me food when I ask/tell, there's a good chance I might just hit you #MaleDominance ",1
